Date,Text,Username,Length_Text,Sentiment
Thu Dec 14 09:19:16 +0000 2023,"Adakah di dunia ini yg katanya mengaku NEGARAWAN, yg julur2 lidah seperti Mbah Wowo di depan acara resmi publik? Tolong share dimari.  Karena sesungguhnya dia sudah di putaran usia yg kembali seperti anak2.  #DEBAT #AniesMuhaimin2024 #AMINAjaDulu  #KitaTantrum  JAKI Gempa Kamis",Radjahoki_pro,309,Positive
Thu Dec 14 09:18:27 +0000 2023,"Ungkapan tulus dari korban rumah gusur era Gubernur DKI Jakarta @aniesbaswedan ÑÑ Dear kawula muda terkhusus gen Z   Pasangan AMIN No 1 Indonesia Adil dan Makmur untuk Semua, pilihan paling realistis yes  #AMINAjaDulu #aniesmuhaimin2024 #aniesbaswedan https://t.co/mPaEgWMy40",Faza14278,306,Positive
Thu Dec 14 09:05:36 +0000 2023,Sekjen @EmHasanuddin PKB Kukuhkan 2000 Emak-emak Malang Raya Jadi Jubir AMIN. #AMINAjaDulu #AniesMuhaimin2024  https://t.co/uTf94NLj2T,DPN_GEMASABA,165,Positive
Thu Dec 14 08:38:07 +0000 2023,"@teguhsd Ya emang gitu kerjaan orang2 minim literasi... maunya menang sendiri, paling bener, yg beda sm dia dianggap musuh... pas diajak diskusi baek2 nyolot nyerang pribadi... mau gmn lagi klo udh gt, mentok kan diskusi sm kaum OD... ?? Bismillaahirrohmaanirrohiim #AniesMuhaimin2024",Ary_LFC,315,Positive
Thu Dec 14 08:35:38 +0000 2023,Bapak politik identitas yg pd eranya menolak menyolatkan jenazah muslim pendukung lawannya (Ahok) &amp  menyebarkan kebencian thd non muslim slama #kampanye Pilkada #DKI 2017.. adu debat kemarin ngaku? pemimpin TOLERAN yg memperhatikan kaum non muslim.  #Pemilu2024 #AniesMuhaimin2024 https://t.co/DFpE5Jkb3A,fransisca_ning,339,Positive
Thu Dec 14 08:33:51 +0000 2023,"ini kesempatan yg luar biasa bagi bangsa ini utk memilih @aniesbaswedan sebagai Presiden 2024 yg kita nanti2kan sosok sederhana yg akan menyatukan kembali barisan kita, menjunjung tinggi kemajemukan karena memang sdh terbukti..! #AniesPresiden2024 #AniesMuhaimin2024 #AMINAjaDulu https://t.co/CxW9bLetq6",abumuha32539102,334,Positive
Thu Dec 14 08:31:54 +0000 2023,@YasmineMirzha @YandraD31 @yaniarsim @AiraNtieReal @C_D3pp @ali_hasan110 @AntonTenabank01 @nobody_nonono88 @Yak_An5 @alamanda_maroon @Wiparayudha @Yunar69 @Udinsam_dua @UtunPerubahan @21_mozza @Wrp73RM @jacobson19_ @mesoen1065 @swikaa_0 @GhumayzhaA Tengkiyu @YasmineMirzha   Up #AMINAjaDulu  #AniesMuhaimin2024,DanteLokal,341,Positive
Thu Dec 14 08:25:06 +0000 2023,Clear ya!  Jawaban pak Anies soal tidak akan maju jadi capres apabila pak Prabowo jadi capres..  #AMINAjaDulu  #AniesMuhaimin2024 https://t.co/q6wR9HPTSo,Mdy_Asmara1701,184,Positive
Thu Dec 14 08:23:30 +0000 2023,Anies Stabilkan Harga Bahan Pangan dalam 100 Hari Kerja https://t.co/LTKJd95ypC #aniesbaswedan #AniesMuhaimin2024 #AniesPresiden2024 #AniesMuhaimin @aniesbaswedan,jambi_bro,193,Neutral
Thu Dec 14 08:19:35 +0000 2023,@KaumTabu @aniesbaswedan GASPOOOL REMBLOOONG... #AniesMuhaimin2024 #AniesMuhaimin2024,Ary_LFC,116,Neutral
Thu Dec 14 08:08:54 +0000 2023,"Jika Terpilih Jadi Presiden, Anies Prioritaskan Harga Bahan Pangan https://t.co/OBQ0bVV2jV #aniesbaswedan #AniesMuhaimin2024 #AniesPresiden2024 @aniesbaswedan",infojambidotcom,189,Neutral
Thu Dec 14 08:01:12 +0000 2023,"Milih calon mantu saja yang sholat nya bener, mosok ada calon pemimpin yg insyaallah sholat nya bener ga dipilih.  #AniesMuhaimin2024  #AMINAjaDulu #SATUKanIndonesia https://t.co/6isJgA0rw4",kolotidah,220,Positive
Thu Dec 14 07:59:08 +0000 2023,Sehat sehatyapak @aniesbaswedan  Inshaa Allah selalu dalam lindungan Allah SWT  #AMINAjaDulu  #AniesMuhaimin2024  #DebatCapres  #DebatCapresAniesHebat https://t.co/bnNnxEBCvH,Humaira_balqiss,205,Positive
Thu Dec 14 07:47:48 +0000 2023,Haus jabatan.  Haus kekuasaan.  Tak punya visi misi. Tak punya Gagasan. Yg ada adalah keberlanjutan proyek2 jokowi.  Klo ada petugas partai. Yg ini beda. Dia petugasnya Petugas partai.  ???? #Anies #AniesMuhaimin2024 https://t.co/IQsrXc8ToJ,pinokiowi,271,Neutral
Thu Dec 14 07:42:40 +0000 2023,Ga ada survey yang indepen...semua di intervensi oleh kekuasaan. #AMINAjaDulu #InsyaAllahAMINMenangSatuPutaran #InsyaAllahAminMenang1Putaran  #AniesMuhaimin2024 #SalamAd1lMakmur #MenujuIndonesiaMakmur,hermansyukur,231,Positive
Thu Dec 14 07:33:48 +0000 2023,"Polling Pilpres 2024, pasangan mana menurut anda yang layak untuk dipilih memimpin Negara Kesatuan Republik Indonesia ? #UwritePoll #pilpres2024 #PollingPilpres  #AniesMuhaimin2024 #PrabowoGibran2024 #GanjarMahfud2024",uwriteid,248,Neutral
Thu Dec 14 07:18:58 +0000 2023,sekarang...banyak pengembang bikin rumah DP 0 bos... #SalamPerubahan #AniesMuhaimin2024,AlPaluri,118,Positive
Thu Dec 14 07:16:31 +0000 2023,"Ustadz Abdul Somad resmi dukung capres nomer 1 AMIN,  #AniesMuhaimin2024 https://t.co/Nhe5PkheTZ",AminSumantoslow,127,Positive
Thu Dec 14 07:12:29 +0000 2023,Memang terbukti hanya #AniesMuhaimin2024 yang pantas  #AniesPresiden2024  #AMINAjaDulu  #Perubahan https://t.co/4NPYv3Hrw2,KedaiPerub50348,153,Positive
Thu Dec 14 07:04:51 +0000 2023,https://t.co/TcrzNaE1XN Ayo Lho! PPATK Cium Bau Tak Sedap Dana Tambang Ilegal Mengucur Bakal Danai KampenyeÉ #wowo #AniesMuhaimin2024 #GanjarMahfud2024 #PrabowoGibran2024 #JAKI @ganjarpranowo @mohmahfudmd @aniesbaswedan @PPATK @ppid_ppatk,Jurnalpatroli_,269,Neutral
Thu Dec 14 07:03:35 +0000 2023,@olink1978 Biarkan rakyat yg menilai om.  Kita mantap mendukung perubahan #AniesMuhaimin2024,amurka_bali,123,Positive
Thu Dec 14 07:01:47 +0000 2023,@Mdy_Asmara1701 Asosiasi abdul-abdul Internasional ??????  #AMINAjaDulu  #AniesMuhaimin2024,abdulkholiqhas,122,Positive
Thu Dec 14 06:44:32 +0000 2023,@Abahpurwa1 SubhanAllah  #DebatCapres  #AniesMuhaimin2024,latarterkemban4,88,Neutral
Thu Dec 14 06:41:36 +0000 2023,Sehat selalu Ustadz Abdul Somad &amp  Pak Anies Rasyid Baswedan ?? #AniesMuhaimin2024  #AminPalingSiapUntukIndonesia,cvdeico,147,Positive
Thu Dec 14 06:29:03 +0000 2023,Ustadz Abdul Somad (UAS) Resmi Dukung Paslon No. 1 #AMIN2024 #AniesMuhaimin2024 #AniesJuaraDebatCapres https://t.co/VtWtTY0Z74,SuramaduJingga,157,Positive
Thu Dec 14 06:26:48 +0000 2023,"Dukungan Dari Warga Bangsa Untuk Memenangkan Pak Anies Baswedan &amp  Gus Muhaimin Tentu Menjadi Hal Mutlak Demi Terwujudnya Perubahan Di Negeri Ini,  Termasuk Dukungan Dari Tokoh Yg Satu Ini , #AniesMuhaimin2024  #AMINkanIndonesia https://t.co/JMfoHJY7az",msw_andi,286,Positive
Thu Dec 14 06:26:46 +0000 2023,"Mereka orang baik, bukan pengkhianat konstitusi dan pengkhianat negara seperti rombongan joget ! #AniesMuhaimin2024  #AniesJuaraDebatCapres  #anies",Aryabinya2F,178,Positive
Thu Dec 14 06:17:58 +0000 2023,Pajak indonesia hanya untuk kemakmuran jawa #AniesMuhaimin2024,kopi_stabil,93,Positive
Thu Dec 14 06:11:59 +0000 2023,Tak serupa dan tak sama #AniesMuhaimin2024 #AniesPresiden2024 https://t.co/QcqDFIGpG3,RidNgemil,116,Neutral
Thu Dec 14 06:07:11 +0000 2023,Aku balas pantunnya aah ..  Dulu suka bakso Sekarang suka yg manis Dulu suka wowo.. Sekarang cuma suka pak Anies.  #AniesMuhaimin2024 #AminPalingSiapUntukIndonesia https://t.co/7jX4z7EVM1,Istiqomah_trus,218,Positive
Thu Dec 14 06:04:46 +0000 2023,Anies temennya avatar pengendali angin Dan suka korup???? #AniesMuhaimin2024 #AniesPresiden2024 #aniesbaswedan #omongkosong #Pemilu2024  #DebatCapres2023 #DebatCapres #angin #korupsi #80T #pembohong #jagomulut #GanjarMahfud2024 #PrabowoGibran2024 https://t.co/NrVjlAyD0p,tembakauhidup,301,Negative
Thu Dec 14 06:03:15 +0000 2023,Anies menyoroti bahwa sejumlah permasalahan yang tengah dihadapi Jakarta seharusnya diselesaikan dengan serius daripada ditinggalkan begitu saja.  #Pemilu2024 #Pilpres2024  #Capres2024 #DebatCapres #PemiluDamai2024 #GanjarMahfud2024 #AniesMuhaimin2024 https://t.co/6J5X9x0QC3,moeslim_choice,306,Neutral
Thu Dec 14 06:03:03 +0000 2023,Anies temennya avatar pengendali angin Dan suka korup???? #AniesMuhaimin2024 #AniesPresiden2024 #aniesbaswedan #omongkosong #Pemilu2024  #DebatCapres2023 #DebatCapres #angin #korupsi #80T #pembohong #jagomulut #GanjarMahfud2024 #PrabowoGibran2024 https://t.co/0YjlWKOjkC,uhuycinta3,301,Negative
Thu Dec 14 05:55:15 +0000 2023,Anies : Beliau sendiri mengatakan bahwa 'Tidak Berada dalam Kekuasaan Membuat Tidak Bisa Berbisnis'  source: X / @imanLagi  #DebatCapres2023 #DebatCapres #Pilpres2024 #PemiluDamai2024 #PrabowoGibran2024 #AniesMuhaimin2024 #PemiluIndonesia https://t.co/MyN6nsmaU5,moeslim_choice,293,Neutral
Thu Dec 14 05:52:38 +0000 2023,"Pasangan AMIN membawa proram untuk membuka lapangan pekerjaan baru (Green Jobs), meningkatkan PRA KERJA menjadi RP 3JT dan memfasilitasi  para pekerja informal untuk mendapatkan akses BPJS ketenaga kerjaan.  #AMINAjaDulu #AniesMuhaimin2024 #SATUKanIndonesia #mudabersuara https://t.co/053diBShbi",mudabersuara_id,326,Positive
Thu Dec 14 05:52:26 +0000 2023,UAS Dukung Anies-Muhaimin di Pilpres 2024!  #AniesMuhaimin2024 #AMINAjaDulu https://t.co/16Q5Vnw2Fs,CakKhum,130,Positive
Thu Dec 14 05:40:37 +0000 2023,Dulu 2019 Saya dan Kawan2 lainnya adalah Garuda Merah Sekarang Kami All Out Untuk Perubahan Sekarang Kami Berjuang untuk Anies Baswedan dan Muhaimin Iskandar menjadi Presiden dan Wakil Presiden RI th 2024.  #AniesMuhaimin2024  #AniesPresiden2024  #AMINAjaDulu  #AMINkanIndonesia,GustiGrage,309,Positive
Thu Dec 14 05:40:28 +0000 2023,Berjumpa Ustadz Abdul Somad Dia pasangkan tanjak dan kain Tetap semangat kuatkan t?kad Untuk menangkan pasangan AMIN ???? #AMINAjaDulu  #AniesMuhaimin2024,harmenn_syah,185,Positive
Thu Dec 14 05:34:30 +0000 2023,Alhamdulillah  Ust ABDUL SHOMAD DUKUNG #AniesMuhaimin2024   Orang Baik Bersama Orang Baik https://t.co/mcNBA1qJey,PrabuSantoso1,144,Positive
Thu Dec 14 05:27:02 +0000 2023,"Allah SWT memberikan jalan untuk mewujudkan keadilan untuk bangsa Indonesia, maka jangan sia sia kan. #AniesMuhaimin2024  #AMINAjaDulu #SATUKanIndonesia https://t.co/PtvBtdCKHz",kolotidah,207,Positive
Thu Dec 14 05:27:00 +0000 2023,Berjumpa Ustadz Abdul Somad Dia berikan tanjak dan kain Tetap semangat kuatkan t?kad Untuk menangkan pasangan AMIN ???? #AMINAjaDulu  #AniesMuhaimin2024,harmenn_syah,183,Positive
Thu Dec 14 05:26:55 +0000 2023,"Tanyo Bang Anies"" bersama Pemuda dan BEM se-Jambi   #DebatCapres2023  #AMINAjaDulu  #AniesMuhaimin2024 https://t.co/ziwGjLmAxl""",Mdy_Asmara1701,158,Positive
Thu Dec 14 05:20:13 +0000 2023,"@DrEvaChaniago Alhamdulillah org tersebut ter eliminasi dari PKS, termasuk si telur berjalan... memang tempat bersih gk boleh ada najis didalemnya, najis hrs ada ditempat semestinya.  WAKANDA NO MORE, INDONESIA FOREVER #AMINTerbaikNomor1 #AMINTerbaikNomor1 #AniesMuhaimin2024 #AniesMuhaimin2024 https://t.co/IhM2MVFkXu",Ary_LFC,349,Positive
Thu Dec 14 05:17:01 +0000 2023,Adem ya lihatnya ??  Asosiasi abdul-abdul Internasional ??  #AMINAjaDulu  #AniesMuhaimin2024 https://t.co/kbWcBcUzME,Mdy_Asmara1701,147,Positive
Thu Dec 14 05:09:47 +0000 2023,"Jika jadi presiden, Anies janji masyarakat akan bebas berbicara tanpa takut dipenjara.  CARITAU selengkapnya di: https://t.co/hLuUqIm6CO  #aniesbaswedan #AniesMuhaimin2024 https://t.co/AXgRnGXkBS",caritaucom,226,Neutral
Thu Dec 14 04:55:01 +0000 2023,Alhamdulillah Tuan Guru UAS Sudah Mendukung #AniesPresiden2024 #AniesMuhaimin2024  #AMINAjaDulu,Radjabalam,126,Positive
Thu Dec 14 04:55:00 +0000 2023,"Ijtima Ulama sepenuhnya dukung Paslon 1 Anies Baswedan-Muhaimin Iskandar di #Pilpres2024, untuk Indonesia AD1L MAKMUR  #AMINAjaDulu ?? #AniesMuhaimin2024 https://t.co/VZfqbDhcVf",ZAEffendy,208,Positive
Thu Dec 14 04:50:38 +0000 2023,"Dari Riau, Anies Lanjutkan Kampanye ke Jambi #AniesMuhaimin2024 #RMOL https://t.co/hLIkvAz4sT",rmol_id,124,Neutral
Thu Dec 14 04:44:53 +0000 2023,"usia segitu emang lagi lucunya jadi harap maklum...?? #AMINAjaDulu  #AniesMuhaimin2024  #gemoysian  #GemoyPalsu https://t.co/5esYyeKWwI""",YogieSiregar06,167,Positive
Thu Dec 14 04:44:36 +0000 2023,"Saat gibran diserang soal gak bakal jadi walikota kalo tdk diusung PDIP, buzzeRP teriak2 kegilaan bahwa dia dipilih rakyat. Sebaliknya @aniesbaswedan diserang prabroro capres soal yg sama, pada tepuk tangan. Payah kaum munafik!!! #AniesMuhaimin2024  #AniesJuaraDebatCapres",latief_marfadi,303,Negative
Thu Dec 14 04:37:36 +0000 2023,Mari Berjuang Untuk #AniesMuhaimin2024 !  -Jaringan Perempuan Nahdliyin- https://t.co/Lg5Ccegvvn,SahabatNadlifah,127,Neutral
Thu Dec 14 04:35:25 +0000 2023,"@choymarkochoy @Denbagus977649 terutama yg nggoreng pake potongan video angin gak punya KTP... itu menggelikan banget dan keliatan banget bodohnya... ya tp gk bs disalahin sih, bodoh itu kan pilihan. #AniesMuhaimin2024 #AniesMuhaimin2024",Ary_LFC,268,Negative
Thu Dec 14 04:31:36 +0000 2023,"Alhamdulillah, dukungan dari ulama kian bertambah. Terimakasih ustadz @abdulsomad_fans ....  Inshaaa Allah, #AniesMuhaimin2024 menang.  #SedulureMbaNad #SahabatMbaNad https://t.co/PfDt1eFnYp",SahabatNadlifah,221,Positive
Thu Dec 14 04:16:37 +0000 2023,"Milikilah dunia ini, berbahagialah dengan pilihan yg sesuai hati nurani. Bukan menjadi boneka, yang penting tuan senang  Jadilah dirimu sendiri dan memiliki prinsip dan karakter Yuk berSATU  #AniesMuhaimin2024",Julay_87_,240,Positive
Thu Dec 14 04:16:17 +0000 2023,"@Yurissa_Samosir @AdamVelcro @AdeDhani9 @AkalSehat2024 @aking_adit @chaidar_2000 @Kang_Toniee @NohCeukenohhh @mustafaagus007 @choymarkochoy makanya yg literasinya baik, pasti akan mencari kebenaran fakta-nya dg diskusi dan dialog. Klo org ngomong/nanya dg kritik, berikan argumen n data penguatnya. Bukan potong2 video kemudian dijadikan sbg sumber data valid #AniesMuhaimin2024 #AniesMuhaimin2024",Ary_LFC,428,Positive
Thu Dec 14 04:14:55 +0000 2023,"Kan gw bilang, debat kemaren itu argumentasi versus emosi. Fakta versus fiksi. Kecerdasan alami versus kecerdasan buatan. #AniesMuhaimin2024 #AniesPresiden2024",RidNgemil,190,Positive
Thu Dec 14 04:13:23 +0000 2023,"Cobalah untuk sadar, gaji yg kau makan bisa merusak dirimu dan bangsamu.  Kalo kamu hanya menuliskan kata, sebenarnya hal itu bertentangan dengan hati nuranimu Mari BerSATU dalam perubahan #AniesMuhaimin2024",Julay_87_,238,Positive
Thu Dec 14 04:11:07 +0000 2023,Kalo diri sudah tergadaikan dengan gaji bulanan memang sulit rasanya menggunakan logika berpikir. Yang penting tuan senang  Mari SATU untuk perubahan  #AniesMuhaimin2024,Julay_87_,200,Positive
Thu Dec 14 03:51:52 +0000 2023,@teguhsd yakin tenggelam sih ini wowo sm bocil dongok... yg penting perlu sangat diwaspadai proses rekap hasil pencoblosan di semua jenjang hingga pusat krn indikasi kecurangan dan rekayasa sangat kuat #AniesMuhaimin2024 #AniesMuhaimin2024,Ary_LFC,270,Neutral
Thu Dec 14 03:40:43 +0000 2023,@BangPino__ bener gila....dan berani. #AMINAjaDulu #AniesMuhaimin2024 #SALAMPERUBAHAN,AlPaluri,116,Positive
Thu Dec 14 03:39:44 +0000 2023,@DrEvaChaniago PERUBAHAN itu memang harus nyata dari dukung wowo ke AMIN Insyaa Allah Pak Anies &amp  Gus Imin mimpin Indonesia 2024  #AniesMuhaimin2024 #AniesMuhaimin2024,Ary_LFC,202,Positive
Thu Dec 14 03:39:32 +0000 2023,GAS....itulah teknik bernegosisi jon... #AMINAjaDulu #AniesMuhaimin2024 #SALAMPERUBAHAN,AlPaluri,118,Positive
Thu Dec 14 03:38:48 +0000 2023,kalo pencalonannya dengan cara yang baik dan beretika bolehlah...tapi ini capres cacat etik. #AMINAjaDulu #AniesMuhaimin2024 #SALAMPERUBAHAN,AlPaluri,171,Positive
Thu Dec 14 03:38:29 +0000 2023,Ustadz Abdul Somad resmi dukung Paslon 1 Anies Baswedan-Muhaimin Iskandar di #Pilpres2024 untuk Indonesia AD1L MAKMUR.  #AMINAjaDulu ??#AniesMuhaimin2024,ZAEffendy,184,Positive
Thu Dec 14 03:37:23 +0000 2023,wk wk wk...jos jon #AMINAjaDulu #AniesMuhaimin2024 #SALAMPERUBAHAN,AlPaluri,97,Positive
Thu Dec 14 03:35:58 +0000 2023,Alhamdulillah Insha Allah Semua Akan AMIN Pada Waktunya..???? #AMINAjaDulu  #AniesPresiden2024  #AniesMuhaimin2024,david_gliath,145,Positive
Thu Dec 14 03:34:20 +0000 2023,"@Mdy_Asmara1701 @Cigundul87 Hanya ad satu dihatiku, ya kamu ?? #AMINAjaDulu  #AniesMuhaimin2024",Khawalidwhalid1,126,Positive
Thu Dec 14 03:33:30 +0000 2023,"Semoga bapak jadi presiden"" celetuk salah satu pedagang saat pak Anies mendengarkan aspirasi pedagang di Pasar Pagi Angso Duo, Jambi..  Terus jangkau grassroot pak @aniesbaswedan ??  #AMINAjaDulu  #AniesMuhaimin2024 https://t.co/XlJ7zc6LIl""",Mdy_Asmara1701,271,Positive
Thu Dec 14 03:32:52 +0000 2023,"sisa-sisa debat yang melekat: ÒGanjar bercerita kinerja saat Gubernur Jateng, Anies bercerita kinerja saat Gubernur Jakarta, dan Prabowo bercerita kinerja Jokowi.Ó Piye tho jon.... #SALAMPERUBAHAN #AMINIndonesiaLebihBaik #AniesMuhaimin2024",AlPaluri,270,Positive
Thu Dec 14 03:31:56 +0000 2023,alhamdulillah AMIN #AMINIndonesiaLebihBaik #AniesMuhaimin2024 #aniesbaswedan #AniesPantangMenyerah,AlPaluri,129,Positive
Thu Dec 14 03:28:07 +0000 2023,para orang-orang yang nggak paham..mana mau belajar  #AMINIndonesiaLebihBaik #AniesMuhaimin2024 #aniesbaswedan #AniesPantangMenyerah,AlPaluri,163,Positive
Thu Dec 14 03:27:19 +0000 2023,@aniesbaswedan pokoknya sing ra setuju rasah digagas  #AMINIndonesiaLebihBaik #AniesMuhaimin2024 #aniesbaswedan #AniesPantangMenyerah,AlPaluri,164,Positive
Thu Dec 14 03:26:44 +0000 2023,"guys, ada yang tahu gak sih dimana kita kalo mau tahu visi-misi para capres yang update dan valid? #DebatCapres #AniesMuhaimin2024 #PrabowoGibran2024 #GanjarMahfudMenang2024",dinadk_08,204,Positive
Thu Dec 14 03:25:50 +0000 2023,yes banget nih #AMINIndonesiaLebihBaik #AniesMuhaimin2024 #aniesbaswedan #AniesPantangMenyerah,AlPaluri,125,Positive
Thu Dec 14 03:25:15 +0000 2023,#AMINIndonesiaLebihBaik #AniesMuhaimin2024 #aniesbaswedan #AniesPantangMenyerah GEMOY tanda tak mampu,AlPaluri,132,Positive
Thu Dec 14 03:24:17 +0000 2023,Alhamdulillah UAS Resmi Dukung #AniesMuhaimin2024   #AMINAjaDulu  #AMINIndonesiaLebihBaik  #AminMenang1Putaran https://t.co/flZdM5zwHZ,PrabuSantoso1,165,Positive
Thu Dec 14 03:22:24 +0000 2023,@xquitavee @aniesbaswedan Pe ak dipiara #AniesMuhaimin2024,ramden0810,89,Neutral
Thu Dec 14 03:16:41 +0000 2023,Ayoo' bangkit bersama pasangan @aniesbaswedan dan @cakimiNOW menjemput PERUBAHAN menuju INDONESIA ADIL MAKMUR. #AniesMuhaimin2024 https://t.co/ewbcIab0Vm,bai_msalha,184,Positive
Thu Dec 14 02:50:21 +0000 2023,Calon Presiden No 1 pak Anies Baswedan tiba di Bandara Sultan Thaha disambut luar biasa oleh warga Jambi ??  Yuk ramaikan kampanye pak Anies hari ini di Jambi!  #AMINAjaDulu  #AniesMuhaimin2024 https://t.co/LJLJuh6uO5,Mdy_Asmara1701,248,Positive
Thu Dec 14 02:48:16 +0000 2023,Eh..... @prabowo nya malah gabung ke rezim ga kuat nahan lapar.  Untuk itu..... Bismillah kami #AniesMuhaimin2024 https://t.co/MqO61Xa5Wb,MarbotAlAqsha,168,Neutral
Thu Dec 14 02:45:41 +0000 2023,"Alhamdulillah, Semua Akan AMIN Pada Waktunya ??  #AMINAjaDulu  #AniesMuhaimin2024",Mdy_Asmara1701,112,Positive
Thu Dec 14 02:35:49 +0000 2023,Dikira Jokowi panci pho Mbah Wo? Kok dijual jual.. ???? #DebatPilpres2024 #AniesMuhaimin2024,Radjahoki_pro,123,Neutral
Thu Dec 14 02:35:46 +0000 2023,Pasangan AMIN Anies Baswedan - Muhaimin Iskandar No 1 ????  #AMINAjaDulu  #AniesMuhaimin2024,Mdy_Asmara1701,123,Positive
Thu Dec 14 02:35:00 +0000 2023,@detikcom @detiksumut_ Alhamdulillah semoga Allah meridhoi Anies Baswedan menjadi Presiden RI yg ke 8 menang satu putaran #AniesMuhaimin2024,SigitNch,171,Positive
Thu Dec 14 02:34:19 +0000 2023,Ustad Abdul Somad mantap dukung AMIN ??  #AniesMuhaimin2024  #AniesJuaraDebatCapres  #AMINAjaDulu https://t.co/9P8p9rm72h,aminkanindonesa,152,Positive
Thu Dec 14 02:34:04 +0000 2023,Ustad Abdul Somad mantap dukung AMIN ??  #AniesMuhaimin2024  #AniesJuaraDebatCapres  #AMINAjaDulu https://t.co/LZOUvI0FdU,Pejantanmu50336,152,Positive
Thu Dec 14 02:33:56 +0000 2023,Ustad Abdul Somad mantap dukung AMIN ??  #AniesMuhaimin2024  #AniesJuaraDebatCapres  #AMINAjaDulu https://t.co/NDCXZqX63M,Waltwhite12107,152,Positive
Thu Dec 14 02:33:46 +0000 2023,Ustad Abdul Somad mantap dukung AMIN ??  #AniesMuhaimin2024  #AniesJuaraDebatCapres  #AMINAjaDulu https://t.co/HCHGBNEoKf,relawandesaAMIN,152,Positive
Thu Dec 14 02:33:42 +0000 2023,"Ustadz Abdul Somad mendukung AMIN, Anies dan Muhaimin ??  Lho lho lho ga bahaya ta? ????  #AMINAjaDulu  #AniesMuhaimin2024  #UstadzAbdulSomad https://t.co/D9YOpok7KI",JarnasABWBpn,196,Positive
Thu Dec 14 02:33:17 +0000 2023,"Tadi kita sudah melihat beberapa semangatnya penduduk kab.tegal saat menyuarakan keinginan dalam perubahan... Eits ternyata masih banyak lagi loh, ayo kita dengarkan DEKLARASI AMIN Part 2????  #aminajadulu #aniesmuhaimin2024  #pkbkabtegal #pemilu2024   @dpp_pkb @dpwpkbjateng https://t.co/qZBceHbQbx",TegalPkb,330,Positive
Thu Dec 14 02:32:37 +0000 2023,Jajak pendapat ÒLitbang KompasÓ menyatakan pak Anies dan Gus Imin (AMIN) ÒUNGGULÓ dalam debat perdana Capres 2024 ????  #AMINAjaDulu  #AMINMakinYakin #AniesMuhaimin2024 https://t.co/GaFK77Jt9h,aminkanindonesa,223,Positive
Thu Dec 14 02:32:27 +0000 2023,Jajak pendapat ÒLitbang KompasÓ menyatakan pak Anies dan Gus Imin (AMIN) ÒUNGGULÓ dalam debat perdana Capres 2024 ????  #AMINAjaDulu  #AMINMakinYakin #AniesMuhaimin2024 https://t.co/cO2tXXPrMY,Pejantanmu50336,223,Positive
Thu Dec 14 02:32:19 +0000 2023,Jajak pendapat ÒLitbang KompasÓ menyatakan pak Anies dan Gus Imin (AMIN) ÒUNGGULÓ dalam debat perdana Capres 2024 ????  #AMINAjaDulu  #AMINMakinYakin #AniesMuhaimin2024 https://t.co/zpbR8k46xC,Waltwhite12107,223,Positive
Thu Dec 14 02:32:10 +0000 2023,Jajak pendapat ÒLitbang KompasÓ menyatakan pak Anies dan Gus Imin (AMIN) ÒUNGGULÓ dalam debat perdana Capres 2024 ????  #AMINAjaDulu  #AMINMakinYakin #AniesMuhaimin2024 https://t.co/IePXDuA7Cm,relawandesaAMIN,223,Positive
Thu Dec 14 02:29:48 +0000 2023,Dari debat kemarin jadi alasan kenapa @aniesbaswedan @cakiminow harus menang!   #aminungguldebatcapres  #aminajadulu #AniesMuhaimin2024 https://t.co/Kh9nA9myqX,aminkanindonesa,190,Positive
Thu Dec 14 02:29:39 +0000 2023,Dari debat kemarin jadi alasan kenapa @aniesbaswedan @cakiminow harus menang!   #aminungguldebatcapres  #aminajadulu #AniesMuhaimin2024 https://t.co/5sQzKfQux0,Pejantanmu50336,190,Positive
Thu Dec 14 02:29:31 +0000 2023,Dari debat kemarin jadi alasan kenapa @aniesbaswedan @cakiminow harus menang!   #aminungguldebatcapres  #aminajadulu #AniesMuhaimin2024 https://t.co/edbyPlHkcO,Waltwhite12107,190,Positive
Thu Dec 14 02:29:21 +0000 2023,Dari debat kemarin jadi alasan kenapa @aniesbaswedan @cakiminow harus menang!   #aminungguldebatcapres  #aminajadulu #AniesMuhaimin2024 https://t.co/3oMdMerWea,relawandesaAMIN,190,Positive
Thu Dec 14 02:22:21 +0000 2023,"@Munir_Timur Ini seperti mengatakan tiap hari angin sepakat utk menyerang Jakarta dgn emisi gas??. Kualitas udara Jakarta buruk hampir tiap hari, ini artinya ada soal di Jakarta itu sendiri. Kalau salahkan angin, Tim #AniesMuhaimin2024 harus ngasi data polusi Jakarta dalam 5 tahun masa Anis",berilhuliselan,322,Neutral
Thu Dec 14 02:21:31 +0000 2023,Yuk kita lihat Semangatnya penduduk Kab. Tegal dalam meluapkan keinginan untuk sebuah perubahan dengan menyuarakan Deklarasi AMIN ???? Salam Perubahan ????????  Part 1  #aminajadulu #aniesmuhaimin2024  #pkbkabtegal #kpu #kpumelayani #calegpkb #pemilu2024   @dpp_pkb @dpwpkbjateng https://t.co/Ly1wwoT5JX,TegalPkb,334,Positive
